Sex,Nationality,Country_of_residence,Work_regions,Periods,Werknemers_1,Sex_%,,,
Female,Belgian,Belgium,North Holland,2010,10,0.25,,,
Female,Belgian,Belgium,North Holland,2011,20,0.4,,,
Female,Belgian,Belgium,North Holland,2012,20,0.4,,,
Female,Belgian,Belgium,North Holland,2013,20,0.333,,,
Female,Belgian,Belgium,North Holland,2014,20,0.286,,,
Female,Belgian,Belgium,North Holland,2015,20,0.286,,,
Female,Belgian,Belgium,North Holland,2016,20,0.25,,,
Female,Belgian,Belgium,North Holland,2017,20,0.286,,,
Female,Belgian,Belgium,North Holland,2018,10,0.167,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2010,10,0.5,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2011,10,0.5,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2012,10,0.5,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2013,10,0.333,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2014,10,0.333,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2015,10,0.333,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2016,10,0.333,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2017,10,0.333,,,
Female,Belgian,Belgium,Alkmaar and surroundings ,2018,10,0.333,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2010,0,0,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2011,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2012,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2013,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2014,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2015,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2016,10,0.5,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2017,0,0,,,
Female,Belgian,Germany,Arnhem/Nijmegen ,2018,10,0.5,,,
Female,German,Belgium,Utrecht,2013,0,0,,,
Female,German,Belgium,Utrecht,2014,0,0,,,
Female,German,Belgium,Utrecht,2015,10,0.5,,,
Female,German,Belgium,Utrecht,2016,0,0,,,
Female,German,Belgium,Utrecht,2017,0,0,,,
Female,German,Belgium,Utrecht,2018,10,0.5,,,
Female,German,Germany,East Groningen,2010,20,0.333,,,
Female,German,Germany,East Groningen,2011,20,0.333,,,
Female,German,Germany,East Groningen,2012,20,0.286,,,
Female,German,Germany,East Groningen,2013,20,0.286,,,
Female,German,Germany,East Groningen,2014,30,0.375,,,
Female,German,Germany,East Groningen,2015,30,0.375,,,
Female,German,Germany,East Groningen,2016,30,0.333,,,
Female,German,Germany,East Groningen,2017,30,0.375,,,
Female,German,Germany,East Groningen,2018,30,0.375,,,
Female,German,Germany,Delfzijl and surroundings,2010,10,0.5,,,
Female,German,Germany,Delfzijl and surroundings,2011,10,0.5,,,
Female,German,Germany,Delfzijl and surroundings,2012,10,0.5,,,
Female,German,Germany,Delfzijl and surroundings,2013,10,0.333,,,
Female,German,Germany,Delfzijl and surroundings,2014,10,0.333,,,
Female,German,Germany,Delfzijl and surroundings,2015,10,0.333,,,
Female,German,Germany,Delfzijl and surroundings,2016,10,0.333,,,
Female,German,Germany,Delfzijl and surroundings,2017,10,0.333,,,
Female,German,Germany,Delfzijl and surroundings,2018,10,0.333,,,
Female,German,Germany,Other Groningen ,2010,20,0.167,,,
Female,German,Germany,Other Groningen ,2011,30,0.2,,,
Female,German,Germany,Other Groningen ,2012,40,0.222,,,
Female,German,Germany,Other Groningen ,2013,40,0.2,,,
Female,German,Germany,Other Groningen ,2014,40,0.167,,,
Female,German,Germany,Other Groningen ,2015,50,0.192,,,
Female,German,Germany,Other Groningen ,2016,60,0.24,,,
Female,German,Germany,Other Groningen ,2017,60,0.261,,,
Female,German,Germany,Other Groningen ,2018,50,0.25,,,
Female,German,Germany,North Frisia,2010,10,0.5,,,
Female,German,Germany,North Frisia,2011,20,0.5,,,
Female,German,Germany,North Frisia,2012,20,0.4,,,
Female,German,Germany,North Frisia,2013,10,0.25,,,
Female,German,Germany,North Frisia,2014,20,0.4,,,
Female,German,Germany,North Frisia,2015,20,0.4,,,
Female,German,Germany,North Frisia,2016,20,0.333,,,
Female,German,Germany,North Frisia,2017,20,0.4,,,
Female,German,Germany,North Frisia,2018,10,0.25,,,
Female,German,Germany,South West Friesland,2010,0,0,,,
Female,German,Germany,South West Friesland,2011,0,0,,,
Female,German,Germany,South West Friesland,2012,0,0,,,
Female,German,Germany,South West Friesland,2013,0,0,,,
Female,German,Germany,South West Friesland,2014,10,0.333,,,
Female,German,Germany,South West Friesland,2015,10,0.333,,,
Female,German,Germany,South West Friesland,2016,0,0,,,
Female,German,Germany,South West Friesland,2017,0,0,,,
Female,German,Germany,South West Friesland,2018,0,0,,,
Female,German,Germany,South East Friesland,2010,0,0,,,
Female,German,Germany,South East Friesland,2011,10,0.2,,,
Female,German,Germany,South East Friesland,2012,10,0.2,,,
Female,German,Germany,South East Friesland,2013,10,0.2,,,
Female,German,Germany,South East Friesland,2014,10,0.167,,,
Female,German,Germany,South East Friesland,2015,10,0.143,,,
Female,German,Germany,South East Friesland,2016,10,0.2,,,
Female,German,Germany,South East Friesland,2017,10,0.167,,,
Female,German,Germany,South East Friesland,2018,10,0.25,,,
Female,German,Germany,North Drenthe ,2010,0,0,,,
Female,German,Germany,North Drenthe ,2011,0,0,,,
Female,German,Germany,North Drenthe ,2012,10,0.333,,,
Female,German,Germany,North Drenthe ,2013,10,0.333,,,
Female,German,Germany,North Drenthe ,2014,10,0.25,,,
Female,German,Germany,North Drenthe ,2015,0,0,,,
Female,German,Germany,North Drenthe ,2016,10,0.25,,,
Female,German,Germany,North Drenthe ,2017,10,0.25,,,
Female,German,Germany,North Drenthe ,2018,10,0.333,,,
Female,German,Germany,Southeast Drenthe ,2010,40,0.286,,,
Female,German,Germany,Southeast Drenthe ,2011,40,0.267,,,
Female,German,Germany,Southeast Drenthe ,2012,40,0.211,,,
Female,German,Germany,Southeast Drenthe ,2013,50,0.227,,,
Female,German,Germany,Southeast Drenthe ,2014,60,0.25,,,
Female,German,Germany,Southeast Drenthe ,2015,50,0.217,,,
Female,German,Germany,Southeast Drenthe ,2016,50,0.227,,,
Female,German,Germany,Southeast Drenthe ,2017,50,0.238,,,
Female,German,Germany,Southeast Drenthe ,2018,50,0.227,,,
Female,German,Germany,Southwest Drenthe ,2010,10,0.333,,,
Female,German,Germany,Southwest Drenthe ,2011,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2012,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2013,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2014,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2015,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2016,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2017,10,0.25,,,
Female,German,Germany,Southwest Drenthe ,2018,10,0.25,,,
Female,German,Germany,North Overijssel ,2010,20,0.125,,,
Female,German,Germany,North Overijssel ,2011,30,0.167,,,
Female,German,Germany,North Overijssel ,2012,30,0.167,,,
Female,German,Germany,North Overijssel ,2013,30,0.158,,,
Female,German,Germany,North Overijssel ,2014,40,0.133,,,
Female,German,Germany,North Overijssel ,2015,30,0.125,,,
Female,German,Germany,North Overijssel ,2016,40,0.167,,,
Female,German,Germany,North Overijssel ,2017,40,0.2,,,
Female,German,Germany,North Overijssel ,2018,30,0.176,,,
Female,German,Germany,Southwest Overijssel,2010,20,0.154,,,
Female,German,Germany,Southwest Overijssel,2011,20,0.133,,,
Female,German,Germany,Southwest Overijssel,2012,20,0.125,,,
Female,German,Germany,Southwest Overijssel,2013,30,0.176,,,
Female,German,Germany,Southwest Overijssel,2014,30,0.158,,,
Female,German,Germany,Southwest Overijssel,2015,40,0.182,,,
Female,German,Germany,Southwest Overijssel,2016,20,0.091,,,
Female,German,Germany,Southwest Overijssel,2017,20,0.111,,,
Female,German,Germany,Southwest Overijssel,2018,20,0.111,,,
Female,German,Germany,Twente,2010,220,0.262,,,
Female,German,Germany,Twente,2011,250,0.263,,,
Female,German,Germany,Twente,2012,290,0.276,,,
Female,German,Germany,Twente,2013,310,0.277,,,
Female,German,Germany,Twente,2014,370,0.262,,,
Female,German,Germany,Twente,2015,350,0.276,,,
Female,German,Germany,Twente,2016,360,0.305,,,
Female,German,Germany,Twente,2017,360,0.308,,,
Female,German,Germany,Twente,2018,400,0.323,,,
Female,German,Germany,Veluwe,2010,30,0.158,,,
Female,German,Germany,Veluwe,2011,40,0.182,,,
Female,German,Germany,Veluwe,2012,40,0.167,,,
Female,German,Germany,Veluwe,2013,50,0.192,,,
Female,German,Germany,Veluwe,2014,50,0.167,,,
Female,German,Germany,Veluwe,2015,50,0.185,,,
Female,German,Germany,Veluwe,2016,50,0.172,,,
Female,German,Germany,Veluwe,2017,70,0.233,,,
Female,German,Germany,Veluwe,2018,60,0.214,,,
Female,German,Germany,South West Gelderland ,2010,30,0.231,,,
Female,German,Germany,South West Gelderland ,2011,30,0.231,,,
Female,German,Germany,South West Gelderland ,2012,30,0.231,,,
Female,German,Germany,South West Gelderland ,2013,30,0.214,,,
Female,German,Germany,South West Gelderland ,2014,40,0.235,,,
Female,German,Germany,South West Gelderland ,2015,40,0.235,,,
Female,German,Germany,South West Gelderland ,2016,30,0.188,,,
Female,German,Germany,South West Gelderland ,2017,30,0.214,,,
Female,German,Germany,South West Gelderland ,2018,20,0.182,,,
Female,German,Germany,Back corner,2010,130,0.206,,,
Female,German,Germany,Back corner,2011,160,0.229,,,
Female,German,Germany,Back corner,2012,170,0.23,,,
Female,German,Germany,Back corner,2013,190,0.232,,,
Female,German,Germany,Back corner,2014,240,0.258,,,
Female,German,Germany,Back corner,2015,260,0.277,,,
Female,German,Germany,Back corner,2016,220,0.25,,,
Female,German,Germany,Back corner,2017,210,0.253,,,
Female,German,Germany,Back corner,2018,230,0.277,,,
Female,German,Germany,Arnhem/Nijmegen ,2010,170,0.215,,,
Female,German,Germany,Arnhem/Nijmegen ,2011,200,0.225,,,
Female,German,Germany,Arnhem/Nijmegen ,2012,220,0.227,,,
Female,German,Germany,Arnhem/Nijmegen ,2013,230,0.221,,,
Female,German,Germany,Arnhem/Nijmegen ,2014,250,0.214,,,
Female,German,Germany,Arnhem/Nijmegen ,2015,270,0.227,,,
Female,German,Germany,Arnhem/Nijmegen ,2016,240,0.214,,,
Female,German,Germany,Arnhem/Nijmegen ,2017,220,0.202,,,
Female,German,Germany,Arnhem/Nijmegen ,2018,240,0.212,,,
Female,German,Germany,Flevoland ,2010,10,0.167,,,
Female,German,Germany,Flevoland ,2011,20,0.25,,,
Female,German,Germany,Flevoland ,2012,20,0.25,,,
Female,German,Germany,Flevoland ,2013,20,0.25,,,
Female,German,Germany,Flevoland ,2014,20,0.2,,,
Female,German,Germany,Flevoland ,2015,20,0.25,,,
Female,German,Germany,Flevoland ,2016,20,0.25,,,
Female,German,Germany,Flevoland ,2017,20,0.222,,,
Female,German,Germany,Flevoland ,2018,20,0.286,,,
Female,German,Germany,Utrecht,2010,30,0.176,,,
Female,German,Germany,Utrecht,2011,40,0.211,,,
Female,German,Germany,Utrecht,2012,40,0.19,,,
Female,German,Germany,Utrecht,2013,50,0.2,,,
Female,German,Germany,Utrecht,2014,80,0.216,,,
Female,German,Germany,Utrecht,2015,60,0.2,,,
Female,German,Germany,Utrecht,2016,80,0.25,,,
Female,German,Germany,Utrecht,2017,80,0.25,,,
Female,German,Germany,Utrecht,2018,80,0.25,,,
Female,German,Germany,North Holland,2010,10,0.167,,,
Female,German,Germany,North Holland,2011,10,0.143,,,
Female,German,Germany,North Holland,2012,10,0.125,,,
Female,German,Germany,North Holland,2013,10,0.125,,,
Female,German,Germany,North Holland,2014,10,0.111,,,
Female,German,Germany,North Holland,2015,10,0.125,,,
Female,German,Germany,North Holland,2016,10,0.125,,,
Female,German,Germany,North Holland,2017,10,0.143,,,
Female,German,Germany,North Holland,2018,10,0.167,,,
Female,German,Germany,Alkmaar and surroundings ,2010,10,0.5,,,
Female,German,Germany,Alkmaar and surroundings ,2011,10,0.5,,,
Female,German,Germany,Alkmaar and surroundings ,2012,10,0.5,,,
Female,German,Germany,Alkmaar and surroundings ,2013,10,0.5,,,
Female,German,Germany,Alkmaar and surroundings ,2014,10,0.333,,,
Female,German,Germany,Alkmaar and surroundings ,2015,10,0.333,,,
Female,German,Germany,Alkmaar and surroundings ,2016,10,0.333,,,
Female,German,Germany,Alkmaar and surroundings ,2017,10,0.5,,,
Female,German,Germany,Alkmaar and surroundings ,2018,10,0.5,,,
Female,Dutch,Belgium,East Groningen,2013,10,1,,,
Female,Dutch,Belgium,East Groningen,2014,10,0.5,,,
Female,Dutch,Belgium,East Groningen,2015,10,0.5,,,
Female,Dutch,Belgium,East Groningen,2016,10,0.5,,,
Female,Dutch,Belgium,East Groningen,2017,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2010,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2011,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2012,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2013,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2014,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2015,0,0,,,
Female,Dutch,Belgium,Delfzijl and surroundings,2016,0,0,,,
Female,Dutch,Belgium,Other Groningen ,2010,30,0.429,,,
Female,Dutch,Belgium,Other Groningen ,2011,30,0.375,,,
Female,Dutch,Belgium,Other Groningen ,2012,30,0.375,,,
Female,Dutch,Belgium,Other Groningen ,2013,30,0.375,,,
Female,Dutch,Belgium,Other Groningen ,2014,50,0.417,,,
Female,Dutch,Belgium,Other Groningen ,2015,40,0.364,,,
Female,Dutch,Belgium,Other Groningen ,2016,40,0.333,,,
Female,Dutch,Belgium,Other Groningen ,2017,30,0.375,,,
Female,Dutch,Belgium,Other Groningen ,2018,10,0.5,,,
Female,Dutch,Belgium,North Frisia,2010,20,0.333,,,
Female,Dutch,Belgium,North Frisia,2011,20,0.4,,,
Female,Dutch,Belgium,North Frisia,2012,20,0.4,,,
Female,Dutch,Belgium,North Frisia,2013,20,0.4,,,
Female,Dutch,Belgium,North Frisia,2014,30,0.5,,,
Female,Dutch,Belgium,North Frisia,2015,20,0.333,,,
Female,Dutch,Belgium,North Frisia,2016,30,0.429,,,
Female,Dutch,Belgium,North Frisia,2017,20,0.4,,,
Female,Dutch,Belgium,North Frisia,2018,10,0.5,,,
Female,Dutch,Belgium,South West Friesland,2010,0,0,,,
Female,Dutch,Belgium,South West Friesland,2011,0,0,,,
Female,Dutch,Belgium,South West Friesland,2012,0,0,,,
Female,Dutch,Belgium,South West Friesland,2013,0,0,,,
Female,Dutch,Belgium,South West Friesland,2014,0,0,,,
Female,Dutch,Belgium,South West Friesland,2015,0,0,,,
Female,Dutch,Belgium,South West Friesland,2016,0,0,,,
Female,Dutch,Belgium,South West Friesland,2017,10,1,,,
Female,Dutch,Belgium,South East Friesland,2010,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2011,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2012,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2013,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2014,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2015,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2016,0,0,,,
Female,Dutch,Belgium,South East Friesland,2017,10,0.333,,,
Female,Dutch,Belgium,South East Friesland,2018,10,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2010,10,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2011,10,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2012,10,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2013,10,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2014,10,0.333,,,
Female,Dutch,Belgium,North Drenthe ,2015,20,0.5,,,
Female,Dutch,Belgium,North Drenthe ,2016,10,0.333,,,
Female,Dutch,Belgium,North Drenthe ,2017,10,0.333,,,
Female,Dutch,Belgium,North Drenthe ,2018,0,0,,,
Female,Dutch,Belgium,Southeast Drenthe ,2010,10,0.333,,,
Female,Dutch,Belgium,Southeast Drenthe ,2011,20,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2012,20,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2013,20,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2014,20,0.4,,,
Female,Dutch,Belgium,Southeast Drenthe ,2015,20,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2016,20,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2017,10,0.5,,,
Female,Dutch,Belgium,Southeast Drenthe ,2018,10,1,,,
Female,Dutch,Belgium,Southwest Drenthe ,2010,10,0.5,,,
Female,Dutch,Belgium,Southwest Drenthe ,2011,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2012,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2013,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2014,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2015,10,0.25,,,
Female,Dutch,Belgium,Southwest Drenthe ,2016,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2017,10,0.333,,,
Female,Dutch,Belgium,Southwest Drenthe ,2018,10,0.333,,,
Female,Dutch,Belgium,North Overijssel ,2010,30,0.375,,,
Female,Dutch,Belgium,North Overijssel ,2011,30,0.375,,,
Female,Dutch,Belgium,North Overijssel ,2012,30,0.375,,,
Female,Dutch,Belgium,North Overijssel ,2013,20,0.286,,,
Female,Dutch,Belgium,North Overijssel ,2014,30,0.333,,,
Female,Dutch,Belgium,North Overijssel ,2015,20,0.25,,,
Female,Dutch,Belgium,North Overijssel ,2016,20,0.222,,,
Female,Dutch,Belgium,North Overijssel ,2017,20,0.222,,,
Female,Dutch,Belgium,North Overijssel ,2018,30,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2010,10,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2011,10,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2012,10,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2013,20,0.5,,,
Female,Dutch,Belgium,Southwest Overijssel,2014,20,0.5,,,
Female,Dutch,Belgium,Southwest Overijssel,2015,10,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2016,20,0.5,,,
Female,Dutch,Belgium,Southwest Overijssel,2017,20,0.333,,,
Female,Dutch,Belgium,Southwest Overijssel,2018,10,0.25,,,
Female,Dutch,Belgium,Twente,2010,30,0.429,,,
Female,Dutch,Belgium,Twente,2011,40,0.5,,,
Female,Dutch,Belgium,Twente,2012,30,0.375,,,
Female,Dutch,Belgium,Twente,2013,40,0.444,,,
Female,Dutch,Belgium,Twente,2014,40,0.4,,,
Female,Dutch,Belgium,Twente,2015,40,0.364,,,
Female,Dutch,Belgium,Twente,2016,40,0.364,,,
Female,Dutch,Belgium,Twente,2017,40,0.4,,,
Female,Dutch,Belgium,Twente,2018,30,0.333,,,
Female,Dutch,Belgium,Veluwe,2010,50,0.333,,,
Female,Dutch,Belgium,Veluwe,2011,50,0.294,,,
Female,Dutch,Belgium,Veluwe,2012,60,0.333,,,
Female,Dutch,Belgium,Veluwe,2013,60,0.316,,,
Female,Dutch,Belgium,Veluwe,2014,80,0.333,,,
Female,Dutch,Belgium,Veluwe,2015,70,0.304,,,
Female,Dutch,Belgium,Veluwe,2016,80,0.333,,,
Female,Dutch,Belgium,Veluwe,2017,60,0.286,,,
Female,Dutch,Belgium,Veluwe,2018,70,0.35,,,
Female,Dutch,Belgium,South West Gelderland ,2010,30,0.375,,,
Female,Dutch,Belgium,South West Gelderland ,2011,30,0.375,,,
Female,Dutch,Belgium,South West Gelderland ,2012,30,0.333,,,
Female,Dutch,Belgium,South West Gelderland ,2013,30,0.333,,,
Female,Dutch,Belgium,South West Gelderland ,2014,40,0.333,,,
Female,Dutch,Belgium,South West Gelderland ,2015,40,0.364,,,
Female,Dutch,Belgium,South West Gelderland ,2016,30,0.3,,,
Female,Dutch,Belgium,South West Gelderland ,2017,20,0.222,,,
Female,Dutch,Belgium,South West Gelderland ,2018,20,0.25,,,
Female,Dutch,Belgium,Back corner,2010,20,0.5,,,
Female,Dutch,Belgium,Back corner,2011,20,0.5,,,
Female,Dutch,Belgium,Back corner,2012,20,0.5,,,
Female,Dutch,Belgium,Back corner,2013,20,0.4,,,
Female,Dutch,Belgium,Back corner,2014,30,0.429,,,
Female,Dutch,Belgium,Back corner,2015,30,0.429,,,
Female,Dutch,Belgium,Back corner,2016,30,0.375,,,
Female,Dutch,Belgium,Back corner,2017,20,0.333,,,
Female,Dutch,Belgium,Back corner,2018,20,0.4,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2010,70,0.389,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2011,80,0.4,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2012,80,0.4,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2013,90,0.409,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2014,100,0.4,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2015,110,0.44,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2016,90,0.375,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2017,120,0.444,,,
Female,Dutch,Belgium,Arnhem/Nijmegen ,2018,110,0.458,,,
Female,Dutch,Belgium,Flevoland ,2010,40,0.364,,,
Female,Dutch,Belgium,Flevoland ,2011,50,0.417,,,
Female,Dutch,Belgium,Flevoland ,2012,50,0.385,,,
Female,Dutch,Belgium,Flevoland ,2013,50,0.385,,,
Female,Dutch,Belgium,Flevoland ,2014,80,0.471,,,
Female,Dutch,Belgium,Flevoland ,2015,60,0.429,,,
Female,Dutch,Belgium,Flevoland ,2016,50,0.417,,,
Female,Dutch,Belgium,Flevoland ,2017,50,0.455,,,
Female,Dutch,Belgium,Flevoland ,2018,30,0.333,,,
Female,Dutch,Belgium,Utrecht,2010,220,0.367,,,
Female,Dutch,Belgium,Utrecht,2011,250,0.379,,,
Female,Dutch,Belgium,Utrecht,2012,250,0.362,,,
Female,Dutch,Belgium,Utrecht,2013,260,0.361,,,
Female,Dutch,Belgium,Utrecht,2014,330,0.384,,,
Female,Dutch,Belgium,Utrecht,2015,330,0.388,,,
Female,Dutch,Belgium,Utrecht,2016,310,0.383,,,
Female,Dutch,Belgium,Utrecht,2017,320,0.376,,,
Female,Dutch,Belgium,Utrecht,2018,280,0.364,,,
Female,Dutch,Belgium,North Holland,2010,50,0.357,,,
Female,Dutch,Belgium,North Holland,2011,50,0.385,,,
Female,Dutch,Belgium,North Holland,2012,50,0.357,,,
Female,Dutch,Belgium,North Holland,2013,60,0.4,,,
Female,Dutch,Belgium,North Holland,2014,70,0.368,,,
Female,Dutch,Belgium,North Holland,2015,50,0.333,,,
Female,Dutch,Belgium,North Holland,2016,50,0.333,,,
Female,Dutch,Belgium,North Holland,2017,50,0.385,,,
Female,Dutch,Belgium,North Holland,2018,30,0.333,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2010,20,0.333,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2011,30,0.429,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2012,30,0.375,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2013,30,0.429,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2014,30,0.375,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2015,40,0.5,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2016,40,0.444,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2017,30,0.429,,,
Female,Dutch,Belgium,Alkmaar and surroundings ,2018,20,0.4,,,
Female,Dutch,Germany,East Groningen,2010,120,0.462,,,
Female,Dutch,Germany,East Groningen,2011,130,0.433,,,
Female,Dutch,Germany,East Groningen,2012,140,0.438,,,
Female,Dutch,Germany,East Groningen,2013,150,0.441,,,
Female,Dutch,Germany,East Groningen,2014,150,0.469,,,
Female,Dutch,Germany,East Groningen,2015,150,0.484,,,
Female,Dutch,Germany,East Groningen,2016,140,0.483,,,
Female,Dutch,Germany,East Groningen,2017,150,0.484,,,
Female,Dutch,Germany,East Groningen,2018,120,0.444,,,
Female,Dutch,Germany,Delfzijl and surroundings,2010,10,0.333,,,
Female,Dutch,Germany,Delfzijl and surroundings,2011,10,0.25,,,
Female,Dutch,Germany,Delfzijl and surroundings,2012,20,0.4,,,
Female,Dutch,Germany,Delfzijl and surroundings,2013,20,0.4,,,
Female,Dutch,Germany,Delfzijl and surroundings,2014,20,0.4,,,
Female,Dutch,Germany,Delfzijl and surroundings,2015,20,0.4,,,
Female,Dutch,Germany,Delfzijl and surroundings,2016,20,0.4,,,
Female,Dutch,Germany,Delfzijl and surroundings,2017,10,0.25,,,
Female,Dutch,Germany,Delfzijl and surroundings,2018,10,0.25,,,
Female,Dutch,Germany,Other Groningen ,2010,110,0.393,,,
Female,Dutch,Germany,Other Groningen ,2011,130,0.406,,,
Female,Dutch,Germany,Other Groningen ,2012,130,0.406,,,
Female,Dutch,Germany,Other Groningen ,2013,130,0.394,,,
Female,Dutch,Germany,Other Groningen ,2014,130,0.351,,,
Female,Dutch,Germany,Other Groningen ,2015,120,0.343,,,
Female,Dutch,Germany,Other Groningen ,2016,120,0.375,,,
Female,Dutch,Germany,Other Groningen ,2017,140,0.4,,,
Female,Dutch,Germany,Other Groningen ,2018,130,0.394,,,
Female,Dutch,Germany,North Frisia,2010,30,0.375,,,
Female,Dutch,Germany,North Frisia,2011,30,0.333,,,
Female,Dutch,Germany,North Frisia,2012,30,0.375,,,
Female,Dutch,Germany,North Frisia,2013,30,0.333,,,
Female,Dutch,Germany,North Frisia,2014,30,0.333,,,
Female,Dutch,Germany,North Frisia,2015,30,0.375,,,
Female,Dutch,Germany,North Frisia,2016,30,0.333,,,
Female,Dutch,Germany,North Frisia,2017,30,0.333,,,
Female,Dutch,Germany,North Frisia,2018,20,0.25,,,
Female,Dutch,Germany,South West Friesland,2010,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2011,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2012,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2013,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2014,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2015,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2016,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2017,10,0.5,,,
Female,Dutch,Germany,South West Friesland,2018,10,0.5,,,
Female,Dutch,Germany,South East Friesland,2010,20,0.333,,,
Female,Dutch,Germany,South East Friesland,2011,20,0.333,,,
Female,Dutch,Germany,South East Friesland,2012,20,0.286,,,
Female,Dutch,Germany,South East Friesland,2013,20,0.333,,,
Female,Dutch,Germany,South East Friesland,2014,20,0.25,,,
Female,Dutch,Germany,South East Friesland,2015,20,0.333,,,
Female,Dutch,Germany,South East Friesland,2016,20,0.286,,,
Female,Dutch,Germany,South East Friesland,2017,20,0.286,,,
Female,Dutch,Germany,South East Friesland,2018,20,0.286,,,
Female,Dutch,Germany,North Drenthe ,2010,60,0.4,,,
Female,Dutch,Germany,North Drenthe ,2011,70,0.412,,,
Female,Dutch,Germany,North Drenthe ,2012,70,0.389,,,
Female,Dutch,Germany,North Drenthe ,2013,70,0.412,,,
Female,Dutch,Germany,North Drenthe ,2014,60,0.375,,,
Female,Dutch,Germany,North Drenthe ,2015,60,0.375,,,
