StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,consent,sex,sex_3_TEXT,social support_1,social support_2,social support_3,social support_4,social support_5,social support_6,social support_7,social support_8,social support_9,social support_10,social support_11,social support_12,online SS_1,online SS_2,online SS_3,online SS_4,online SS_5,online SS_6,online SS_7,online SS_8,online SS_9,online SS_10,online SS_11,online SS_12,online SS_13,online SS_14,online SS_15,online SS_16,online SS_17,online SS_18,online SS_19,online SS_20,online SS_21,online SS_22,online SS_23,online SS_24,mental wellbeing_1,mental wellbeing_2,mental wellbeing_3,mental wellbeing_4,mental wellbeing_5,mental wellbeing_6,mental wellbeing_7,mental wellbeing_8,mental wellbeing_9,mental wellbeing_10,mental wellbeing_11,mental wellbeing_12,mental wellbeing_13,mental wellbeing_14,mental wellbeing_15,stress scale_1,stress scale_2,stress scale_3,stress scale_4,stress scale_5,stress scale_6,stress scale_7,stress scale_8,stress scale_9,stress scale_10,stress scale_11,stress scale_12,social desirability_1,social desirability_2,social desirability_3,social desirability_4,social desirability_5,social desirability_6
12/23/2020 12:13,12/23/2020 12:23,0,100,628,1,12/23/2020 12:23,anonymous,TR,1,1,,4,4,4,4,4,4,3,4,3,4,4,4,3,2,3,4,3,3,4,5,4,2,3,3,3,4,3,3,3,2,2,2,3,2,3,1,4,3,2,4,4,4,5,4,3,3,4,3,4,3,3,3,3,2,3,4,3,4,4,4,5,3,2,5,4,3,2,3,4
12/23/2020 13:37,12/23/2020 13:42,0,100,275,1,12/23/2020 13:42,anonymous,TR,1,1,,3,3,2,2,5,5,5,1,4,5,2,4,2,2,1,3,3,3,3,2,2,3,3,2,1,4,3,1,3,3,2,2,2,2,1,1,1,1,1,3,1,3,2,2,1,3,3,4,4,1,1,5,5,5,5,3,3,4,4,3,3,5,5,1,1,1,1,5,3
12/23/2020 13:49,12/23/2020 13:57,0,100,504,1,12/23/2020 13:57,anonymous,TR,1,1,,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,4,5,4,4,5,4,4,2,2,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,3,3,3,3,4,3,4,2,4,4,3,3,3,3,2,3,5,5
12/23/2020 23:59,12/24/2020 0:08,0,100,523,1,12/24/2020 0:08,anonymous,TR,1,1,,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,3,4,3,3,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,3,3,3,5,3,5,1,4,5,3,2,3,3,3,4,5,4
12/24/2020 0:48,12/24/2020 0:57,0,100,554,1,12/24/2020 0:57,anonymous,TR,1,1,,3,4,3,3,3,3,3,3,4,3,3,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,2,2,2,3
12/24/2020 0:56,12/24/2020 1:05,0,100,532,1,12/24/2020 1:05,anonymous,TR,1,1,,5,5,4,3,5,4,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,4,4,4,3,3,4,3,4,3,3,5,5,3,5,5,4,5,5,5,3,5,5,4,4,4,3,3,3,3,4,3,4,1,4,4,4,3,2,3,1,3,4,4
12/24/2020 1:03,12/24/2020 1:25,0,100,1344,1,12/24/2020 1:25,anonymous,TR,1,1,,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,3,5,4,4,4,4,4,5,4,4,4,5,5,4,4,5,3,3,3,3,4,4,4,1,4,4,3,2,3,3,4,3,4,3
12/24/2020 2:02,12/24/2020 2:13,0,100,621,1,12/24/2020 2:13,anonymous,TR,1,1,,5,5,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,3,4,5,4,5,5,4,3,5,5,5,5,4,2,1,5,4,5,3,5,1,4,5,3,2,5,4,3,3,3,5
12/24/2020 3:12,12/24/2020 3:20,0,100,451,1,12/24/2020 3:20,anonymous,TR,1,1,,4,3,4,3,4,4,3,2,4,5,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,2,3,3,2,3,3,2,3,2,4,4,4,4,3,4,4,5,4,3,4,5,4,4,4,3,2,3,3,4,3,4,2,3,4,3,3,4,5,2,4,4,4
12/24/2020 6:47,12/24/2020 6:55,0,100,453,1,12/24/2020 6:55,anonymous,TR,1,1,,4,4,5,4,4,4,4,4,4,4,5,4,3,4,3,3,4,4,4,3,5,5,4,5,2,4,3,4,3,3,4,3,3,4,4,4,4,4,2,4,3,4,3,3,4,3,3,3,4,4,3,4,3,4,4,4,3,4,3,3,3,4,4,2,3,1,3,4,3
12/17/2020 6:57,12/17/2020 7:00,0,46,194,0,12/24/2020 7:00,anonymous,TR,1,1,,1,2,1,1,2,3,3,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,3,2,4,2,2,5,4,2,4,3,2,2,3
12/24/2020 9:38,12/24/2020 9:42,0,100,246,1,12/24/2020 9:42,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,3,2,4,5,1,1,4,3,3,4,3,3,3,3,3,4,3,3,2,4,3,2,3,3
12/18/2020 2:20,12/18/2020 2:20,0,23,14,0,12/25/2020 2:20,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2020 4:15,12/18/2020 4:15,0,23,23,0,12/25/2020 4:16,anonymous,TR,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2020 4:14,12/18/2020 4:19,0,69,329,0,12/25/2020 4:19,anonymous,TR,1,1,,4,5,5,4,5,5,5,2,4,5,4,4,3,3,3,4,4,3,4,4,2,4,3,4,3,4,2,3,2,3,4,2,4,4,4,4,2,3,2,4,4,4,4,2,3,3,4,4,4,3,2,3,2,4,5,3,3,4,2,2,4,5,2,4,3,2,3,4,4
12/18/2020 4:14,12/18/2020 4:19,0,46,322,0,12/25/2020 4:19,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,4,2,3,3,4,2,2,2,1,1,4,4,5,2,3,2,3,4,2,2,4,3,4,2,2,4,2
12/18/2020 4:23,12/18/2020 4:26,0,46,214,0,12/25/2020 4:26,anonymous,TR,1,1,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,1,3,4,3,3,2,3,3,3,4,3,4,2,4,3,3,4,4,3,3,5,3,4,4,4,,,,,,
12/18/2020 4:24,12/18/2020 4:32,0,54,455,0,12/25/2020 4:32,anonymous,TR,1,1,,4,4,5,5,4,3,3,4,3,3,4,3,4,3,3,4,3,5,3,3,4,4,4,3,3,4,3,2,4,3,3,3,4,4,4,3,3,3,3,2,4,4,4,4,3,3,4,4,4,5,2,3,3,4,4,3,3,3,4,2,3,4,4,,,,,,
12/18/2020 4:45,12/18/2020 4:50,0,69,302,0,12/25/2020 4:50,anonymous,TR,1,1,,4,4,5,3,4,3,3,5,4,1,4,4,4,4,1,3,3,3,5,3,3,3,2,3,1,4,4,1,3,3,4,4,2,2,2,1,5,4,3,3,4,5,5,5,4,3,5,5,5,3,4,3,4,5,3,4,3,3,1,4,4,2,2,5,5,4,4,5,5
12/18/2020 4:47,12/18/2020 4:52,0,46,294,0,12/25/2020 4:52,anonymous,TR,1,2,,,,,,,,,,,,,,4,4,3,4,4,4,4,4,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,4,4,2,5,4,5,5,4,4,3,4,4,5,5,4,2,2,3,3,4,3,4,2,4,5,4,3,,,,,,
12/18/2020 5:49,12/18/2020 5:51,0,31,173,0,12/25/2020 5:52,anonymous,TR,1,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,2,4,4,2,3,2,4,2,2,1,2,1,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2020 6:18,12/18/2020 6:23,0,69,288,0,12/25/2020 6:23,anonymous,TR,1,2,,4,3,4,2,4,4,4,2,4,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,3,4,2,3,4,4,2,3,3,3,2,3,3,3,2,4,3,4,3,3,4,3,4,4,4,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,2,3
12/25/2020 6:22,12/25/2020 6:27,0,100,327,1,12/25/2020 6:27,anonymous,TR,1,2,,4,3,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,4,5,5,4,5,2,4,3,4,3,4,4,4,4,3,4,4,3,4,2,4,3,3,4,4,4,3,4,4,4,4,3,3,4,3,3,4,3,3,3,3,4,4,3,4,5,3,4,4,4
12/18/2020 4:22,12/18/2020 7:10,0,38,10083,0,12/25/2020 7:11,anonymous,TR,1,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,3,1,4,1,1,1,2,1,1,1,1,3,4,2,2,2,1,2,4,3,2,2,3,2,2,2,1,1,,,,,,,,,,,,,,,,,,
12/18/2020 7:08,12/18/2020 7:19,0,69,646,0,12/25/2020 7:19,anonymous,TR,1,1,,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,2,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,4,3,3,4,5,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,2,2
12/25/2020 7:46,12/25/2020 7:51,0,100,272,1,12/25/2020 7:51,anonymous,TR,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,2,3,4,4,4,4,4,5,4,5,5,3,4,4,4,5,5,3,3,3,3,4,3,4,2,4,4,4,3,3,3,2,3,2,3
12/25/2020 7:50,12/25/2020 8:07,0,100,1038,1,12/25/2020 8:07,anonymous,TR,1,2,,3,2,2,2,3,3,3,2,4,2,3,4,3,3,3,3,3,2,3,3,4,4,3,3,2,4,3,2,3,3,2,3,3,4,4,4,3,2,1,3,4,3,3,1,4,3,2,3,1,4,1,3,4,3,3,4,3,3,4,5,4,4,4,3,3,4,2,4,3
12/25/2020 8:31,12/25/2020 8:36,0,100,286,1,12/25/2020 8:36,anonymous,TR,1,2,,4,4,4,3,4,4,4,3,4,4,5,4,2,2,2,2,2,2,2,2,3,3,3,4,2,4,2,2,3,2,2,2,2,3,3,3,4,3,3,4,3,3,4,3,4,3,4,4,4,3,3,1,3,2,3,4,3,4,2,4,3,3,3,2,3,3,3,2,3
12/25/2020 8:34,12/25/2020 8:38,0,100,269,1,12/25/2020 8:38,anonymous,TR,1,1,,5,5,5,5,5,5,5,4,5,4,5,5,4,4,3,5,4,3,4,4,4,3,5,4,4,4,4,4,5,5,4,5,4,5,5,4,3,5,2,4,3,4,4,3,4,3,4,5,5,4,3,4,3,3,4,4,3,4,2,4,5,5,4,2,3,2,2,1,3
12/18/2020 10:20,12/18/2020 10:23,0,31,165,0,12/25/2020 10:23,anonymous,TR,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2
12/25/2020 12:04,12/25/2020 12:08,0,100,268,1,12/25/2020 12:08,anonymous,TR,1,1,,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,4,5,5,3,4,2,4,1,4,3,1,1,4,4,2,5,2,1,2,2,1,1,4,3,3,3,3,2,3,4,4,5,5,2,4,4,5,5,4,3,3,4,4,3,4,5,1,3,2,1,3,3
12/25/2020 22:43,12/25/2020 22:48,0,100,334,1,12/25/2020 22:48,anonymous,TR,1,2,,5,5,3,3,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,5,3,4,5,4,4,5,4,3,5,5,5,5,3,3,4,3,4,4,3,3,2,4,4,3,2,5,5,4,3,2,4
12/25/2020 23:31,12/25/2020 23:36,0,100,341,1,12/25/2020 23:36,anonymous,TR,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,2,4,4,3,4,4,4,3,4,4,3,4,4,2,2,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,2,3,2,3,2,2
12/25/2020 23:59,12/26/2020 0:11,0,100,712,1,12/26/2020 0:11,anonymous,TR,1,2,,3,3,4,4,3,3,4,4,3,4,4,4,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2,2,3,3,4,3,4,2,4,4,2,2,1,3,3,2,1,2
12/26/2020 3:56,12/26/2020 4:00,0,100,236,1,12/26/2020 4:00,anonymous,TR,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3,3,4,3,4,2,5,5,4,3,3,2,4,2,1,3
12/26/2020 6:40,12/26/2020 6:50,0,100,606,1,12/26/2020 6:50,anonymous,TR,1,2,,3,3,5,2,3,3,4,3,3,4,4,3,2,2,2,3,3,2,2,2,2,2,3,3,1,4,3,2,2,3,3,2,2,3,2,3,2,2,2,5,3,4,4,3,2,3,4,5,3,4,2,3,3,4,4,3,3,2,3,5,3,5,4,3,4,2,3,2,4
12/26/2020 6:39,12/26/2020 6:51,0,100,673,1,12/26/2020 6:51,anonymous,TR,1,2,,3,4,4,4,4,3,4,4,4,3,4,4,1,3,4,4,4,5,4,4,4,5,5,5,5,4,5,3,4,4,3,4,4,5,4,4,3,4,4,4,2,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,3,2,4,4,4,3,4,3,2,1,2
12/26/2020 6:53,12/26/2020 6:58,0,100,295,1,12/26/2020 6:58,anonymous,TR,1,2,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,2,4,3,3,1,5,5,5,4,3,5,5,5,5,3,5,5,5,5,5,4,2,4,3,4,3,4,2,4,4,2,3,2,3,4,4,2,4
12/22/2020 0:56,12/22/2020 0:56,0,23,18,0,12/26/2020 7:18,anonymous,TR,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2020 0:57,12/22/2020 0:57,0,15,9,0,12/26/2020 7:18,anonymous,TR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2020 5:36,12/23/2020 5:40,0,23,261,0,12/26/2020 7:18,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2020 6:13,12/23/2020 6:18,0,23,297,0,12/26/2020 7:18,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2020 5:16,12/23/2020 11:02,0,31,107126,0,12/26/2020 7:18,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1
12/21/2020 7:54,12/21/2020 7:55,0,23,111,0,12/26/2020 7:18,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2020 4:29,12/23/2020 8:01,0,69,99140,0,12/26/2020 7:18,anonymous,TR,1,1,,5,5,4,3,4,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,5,5,1,4,4,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,5,4,3,5,5,5,5,4,3,3,3,3,4,3,5,3,4,4,3,2,3,4,1,1,2,3
12/22/2020 8:46,12/22/2020 9:30,0,69,2645,0,12/26/2020 7:18,anonymous,TR,1,2,,4,2,5,2,3,3,2,2,2,2,5,2,2,4,1,4,4,1,2,2,4,4,2,1,2,4,2,2,4,4,2,2,3,3,3,3,5,4,3,4,5,3,3,4,4,3,5,4,4,5,4,3,2,3,2,3,3,3,1,3,3,4,3,2,5,3,2,1,2
12/23/2020 5:33,12/23/2020 5:34,0,31,71,0,12/26/2020 7:18,anonymous,TR,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,3,3,5
12/23/2020 5:59,12/23/2020 6:19,0,69,1199,0,12/26/2020 7:18,anonymous,TR,1,1,,5,2,5,2,3,4,4,2,2,2,5,1,4,4,5,4,4,5,3,4,5,5,5,5,3,4,4,3,4,3,4,3,4,4,1,1,2,4,3,5,5,4,5,4,5,3,5,4,5,4,5,3,3,3,3,5,3,5,4,5,4,3,3,1,1,1,2,2,2
12/23/2020 6:55,12/23/2020 7:04,0,38,561,0,12/26/2020 7:18,anonymous,TR,1,1,,3,3,3,3,2,2,2,2,2,1,1,2,3,3,1,3,2,1,2,1,1,4,1,1,1,4,2,2,3,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2020 15:38,12/25/2020 15:38,0,31,42,0,12/26/2020 7:18,anonymous,TR,1,1,,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
